id	date	source	title	content	author	url	published	published_utc	collection_utc	network	location	ip2024
"sanjosestandard--2022-08-14--Santa Clarita tennis player Kelsie Lammens-Ross ranks in Girls’ 16 singles bracket in week ending Ju"	2022-08-14	"sanjosestandard"	"Santa Clarita tennis player Kelsie Lammens-Ross ranks in Girls’ 16 singles bracket in week ending July 8"	"Santa Clarita tennis player Kelsie Lammens-Ross won 23 points playing singles tournaments in the junior Girls’ 16 category of the United States Tennis Association by the week ending July 8.\n\nTheir 23 points playing singles are combined with 15 percent of their doubles points and any bonus points for a 23,078th ranking.\n\nThey were ranked 22,980th the week before.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” “he said.”"	"San Jose Standard"	"https://sanjosestandard.com/stories/628811630-santa-clarita-tennis-player-kelsie-lammens-ross-ranks-in-girls-16-singles-bracket-in-week-ending-july-8"	"Sun, 14 Aug 2022 14:30:23 -0500"	1660501823	1660566104	"Metric Media"	"California"	"IP_Address_24"
"albusinessdaily--2021-10-11--No new teachers in Northport sign pledge on Oct. 10 to teach Critical Race Theory"	2021-10-11	"albusinessdaily"	"No new teachers in Northport sign pledge on Oct. 10 to teach Critical Race Theory"	"There were no new teachers in Northport who signed the pledge on Oct. 10, according to an online pledge from the Zinn Education Project\n\nThe pledge was signed by no teachers on Oct. 9, the day before. It now has one pledge from Northport teacher.\n\nThey’re one of the thousands of US teachers pledging to continue educating students about the controversial Critical Race Theory, which explains racism is embedded in US culture and politics.\n\nThe Northport teacher wrote \"There are too many students who do not know their American history both the positives and the negatives. They are cheated of real knowledge.\" when pledging to teach Critical Race Theory.\n\nThough the concept was first suggested in the late 70’s, it has recently exploded as a contentious issue between the American right and left in the last two years.\n\nMany who signed the pledge are defying state bans on the teachings. Arizona, Idaho, Iowa, New Hampshire, Oklahoma, South Carolina, Tennessee and Texas have passed legislation banning discussions about the US being inherently racist.\n\nOther states, such as Montana and South Dakota, have denounced the teachings without passing specific legislation.\n\nIn an interview with The Washington Free Beacon', Ashley Varner of the Freedom Foundation accused the Zinn Education Project of providing “left-leaning propaganda to teachers.”"	"Alabama Business Daily"	"https://albusinessdaily.com/stories/609237562-no-new-teachers-in-northport-sign-pledge-on-oct-10-to-teach-critical-race-theory"	"Mon, 11 Oct 2021 14:05:51 -0500"	1633975551	1634036452	"Metro Business Network (Franklin Archer)"	"Alabama"	"IP_Address_27"
"westdsmnews--2022-01-29--Kaden Taylor junior tennis player earns 654 in Boys’ 18 bracket in week ending Jan. 15"	2022-01-29	"westdsmnews"	"Kaden Taylor junior tennis player earns 654 in Boys’ 18 bracket in week ending Jan. 15"	"Clive tennis player Kaden Taylor is ranked 1,013th in the junior Boys’ 18 category of the United States Tennis Association in the week ending Jan. 15.\n\nThey had 654 total points, split between 576 single points and 198 double points. USTA rankings are determined by adding 100 percent of singles points and 15 percent of doubles points plus any bonus points earned.\n\nThey were ranked 998th the week before.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said."	"West DSM News"	"https://westdsmnews.com/stories/619017180-kaden-taylor-junior-tennis-player-earns-654-in-boys-18-bracket-in-week-ending-jan-15"	"Sat, 29 Jan 2022 02:28:31 -0600"	1643441311	1643507589	"Metric Media"	"Iowa"	"IP_Address_17"
"centralvatimes--2022-06-18--How many points did Sean Frank from Charlottesville win in Boys' 16 doubles USTA competitions by wee"	2022-06-18	"centralvatimes"	"How many points did Sean Frank from Charlottesville win in Boys' 16 doubles USTA competitions by week ending Mar. 26?"	"Charlottesville tennis player Sean Frank won 178 points playing doubles tournaments in the junior Boys’ 16 category of the United States Tennis Association by the week ending Mar. 26.\n\nThey are ranked 1,882nd, up from 1,889th the week before.\n\nTheir 178 points playing doubles equal 15 percent of their total score, added to 100 percent of their singles points.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said.\n\nWeekly standings collected on June 17 from the USTA."	"Central Virginia Times"	"https://centralvatimes.com/stories/627677244-how-many-points-did-sean-frank-from-charlottesville-win-in-boys-16-doubles-usta-competitions-by-week-ending-mar-26"	"Sat, 18 Jun 2022 05:45:44 -0500"	1655545544	1655593990	"Metric Media"	"Virginia"	"IP_Address_17"
"adareporter--2022-05-24--Wyatt Endow ranks 6,222nd in Boys’ 12 bracket in week ending May 14"	2022-05-24	"adareporter"	"Wyatt Endow ranks 6,222nd in Boys’ 12 bracket in week ending May 14"	"Meridian tennis player Wyatt Endow is ranked 6,222nd in the junior Boys’ 12 category of the United States Tennis Association in the week ending May 14.\n\nThey had 5 total points, split between any single points and 30 double points. USTA rankings are determined by adding 100 percent of singles points and 15 percent of doubles points plus any bonus points earned.\n\nThey were ranked 6,123rd the week before.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said."	"Ada Reporter"	"https://adareporter.com/stories/625910238-wyatt-endow-ranks-6-222nd-in-boys-12-bracket-in-week-ending-may-14"	"Tue, 24 May 2022 03:21:09 -0500"	1653376869	1653433232	"Metric Media"	"Idaho"	"IP_Address_24"
"seohiotimes--2021-12-29--May: one PPP loan provided to small businesses in ZIP Code 43793"	2021-12-29	"seohiotimes"	"May: one PPP loan provided to small businesses in ZIP Code 43793"	"There was one PPP loan provided in May to small businesses in ZIP Code 43793, according to the US Small Business Administration\n\nThe Paycheck Protection Program (PPP) provides loans to small businesses affected by the COVID-19 pandemic. Companies with less than 500 employees, sole-proprietorships, independent contractors and self-employed individuals may qualify for these loans, according to Harvard Business School.\n\nA report on the program analyzed by the Peter G. Peterson Foundation found the “distribution of loans across sectors didn’t mirror the distribution of job losses.” It showed restaurants and food service businesses did not receive many loans, despite suffering the highest level of job losses.\n\nA preliminary analysis from the National Bureau of Economic Research suggests the areas most affected by economic disruption did not receive the most loans.\n\nThe Paycheck Protection Program ended on May 31, 2021. Existing borrowers may be eligible for loan forgiveness at the discretion of the lender.\n\nPPP loan distributed in May in ZIP Code 43793"	"SE Ohio Times"	"https://seohiotimes.com/stories/613706077-may-one-ppp-loan-provided-to-small-businesses-in-zip-code-43793"	"Wed, 29 Dec 2021 12:02:47 -0600"	1640797367	1640871328	"Metric Media"	"Ohio"	"IP_Address_24"
"leetoday--2021-10-04--Sheryl Sachs donates $250 to Debbie Wasserman Schultz's campaign in 2020"	2021-10-04	"leetoday"	"Sheryl Sachs donates $250 to Debbie Wasserman Schultz's campaign in 2020"	"Sheryl Sachs donated $250 total to Debbie Wasserman Schultz during 2020, according to the Federal Election Commission (FEC)\n\nDonations can be made to political candidates in various amounts. The FEC regulates these donations, and individual groups, excluding PACs, must disclose donations over $250 per year.\n\nThe following table lists the top 100 contributions donated to Debbie Wasserman Schultz's campaign during 2020.\n\nTop 100 contributions to Debbie Wasserman Schultz's campaign in 2020"	"Lee Today"	"https://leetoday.com/stories/601277358-sheryl-sachs-donates-250-to-debbie-wasserman-schultz-s-campaign-in-2020"	"Mon, 04 Oct 2021 06:02:23 -0500"	1633341743	1633392358	"Metric Media"	"Florida"	"IP_Address_24"
"kalamazootimes--2023-02-12--How many businesses were licensed in ZIP Code 49002 on August 31?"	2023-02-12	"kalamazootimes"	"How many businesses were licensed in ZIP Code 49002 on August 31?"	"There were two Michigan businesses licensed in ZIP Code 49002 on August 31, according to the Michigan Department of Licensing and Regulatory Affairs.\n\nThis is an increase from the day before.\n\nOf businesses licensed, none 0 Domestic Limited Liability companies operating in the state in which they 0 formed. Domestic LLCs are the most popular type of small businesses across America.\n\nMichigan leadership has focused on small businesses in recent years, spurred on by the depths of the 2008 recession.\n\n“The Great Lakes State boasts a low cost of living and manageable corporate income tax rates,” Katharine Paljug said in Business News Daily. “Where prospects once seemed dismal, small businesses are now optimistic for the future.”"	"Kalamazoo Times"	"https://kalamazootimes.com/stories/639538638-how-many-businesses-were-licensed-in-zip-code-49002-on-august-31"	"Sun, 12 Feb 2023 13:53:18 -0600"	1676227998	1676248830	"Metric Media"	"Michigan"	"IP_Address_24"
"southabqnews--2022-07-23--South ABQ News area weekly mass times"	2022-07-23	"southabqnews"	"South ABQ News area weekly mass times"	"The next time we write about any of these orgs, we’ll email you a link to the story. You may edit your settings or unsubscribe at any time."	"South ABQ News"	"https://southabqnews.com/stories/628886463-south-abq-news-area-weekly-mass-times"	"Sat, 23 Jul 2022 03:17:33 -0500"	1658560653	1658623009	"Metric Media"	"New Mexico"	"IP_Address_24"
"westhudvalleynews--2021-05-12--Stations with the cheapest diesel gas in Wurtsboro for the week of April 26-May 2"	2021-05-12	"westhudvalleynews"	"Stations with the cheapest diesel gas in Wurtsboro for the week of April 26-May 2"	"The Mobil at 155 Kingston Ave. is selling the cheapest diesel gasoline in Wurtsboro for the week of April 26-May 2, according to GasBuddy.com\n\nGas was priced at $2.89 per gallon.\n\nData is accurate as of press time, but gas prices have been known to fluctuate on a daily, and even hourly, basis."	"West Hudson Valley News"	"https://westhudvalleynews.com/stories/594527122-stations-with-the-cheapest-diesel-gas-in-wurtsboro-for-the-week-of-april-26-may-2"	"Wed, 12 May 2021 04:55:53 -0500"	1620809753	1620868156	"Metric Media"	"New York"	"IP_Address_17"
"chippewavalleytimes--2022-09-30--Citizens Community Bancorp Inc. (CZWI:NMQ) stock falls on Sept. 28"	2022-09-30	"chippewavalleytimes"	"Citizens Community Bancorp Inc. (CZWI:NMQ) stock falls on Sept. 28"	"Shares in Citizens Community Bancorp Inc. (CZWI:NMQ) in Eau Claire finished Sept. 28 at $12.1 USD on the stock exchange.\n\nThis is a 0.08 percent fall from the day before when it closed at $12.11.\n\nStocks in Citizens Community Bancorp Inc. have reached as high as $12.7 and as low as $12.1 USD.\n\nCitizens Community Bancorp Inc. employs 225 people and has reported $20,130,000 USD in income.\n\nDespite a tumultuous year with the COVID-19 pandemic, the US stock market overall remained strong in 2021.\n\nTony Despirito at investment firm BlackRock said “Overall, companies have beat analyst expectations on both earnings per share and revenue growth. But the latter has been particularly strong.”\n\nGeorge Sweeney, a qualified financial advisor writing for The Motley Fool, cautioned the market will have to cool eventually, though it may not be a full crash as some predict.\n\n“The market seems to flinch with any piece of news. My view is there could be a drop in the stock market...but only if there is some significant bad news or a global event.”\n\nNothing in this article is to be assumed as financial advice.\n\nIndividual companies can have several different types of shares across many stock markets. It is possible for different types of shares to see different results on the market."	"Chippewa Valley Times"	"https://chippewavalleytimes.com/stories/632754410-citizens-community-bancorp-inc-czwi-nmq-stock-falls-on-sept-28"	"Fri, 30 Sep 2022 06:00:41 -0500"	1664532041	1664579586	"Metric Media"	"Wisconsin"	"IP_Address_17"
"longviewtimes--2021-07-08--Widow and parent beneficiaries in ZIP Code 75639 increase in 2019"	2021-07-08	"longviewtimes"	"Widow and parent beneficiaries in ZIP Code 75639 increase in 2019"	"There were 45 total OASDI widow and parent beneficiaries in Texas ZIP Code 75639 in 2019, a 12.5 percent increase over 2018, according to the official Social Security Administration website\n\nThere were 40 total widow and parent beneficiaries in 2018.\n\nThe Old-Age, Survivors, and Disability Insurance (OASDI) program aims to supplement a worker's lost wages due to retirement, disability or death of a spouse.\n\nThe Social Security Administration program is funded primarily through payroll taxes. It was signed into law in 1935 by then-President Franklin D. Roosevelt."	"Longview Times"	"https://longviewtimes.com/stories/604171655-widow-and-parent-beneficiaries-in-zip-code-75639-increase-in-2019"	"Thu, 08 Jul 2021 03:07:48 -0500"	1625728068	1625790188	"Metric Media"	"Texas"	"IP_Address_24"
"centralbuckstoday--2022-01-14--Grace Piro junior tennis player earns 133 playing Girls’ 16 singles by week ending Jan. 7"	2022-01-14	"centralbuckstoday"	"Grace Piro junior tennis player earns 133 playing Girls’ 16 singles by week ending Jan. 7"	"Chalfont tennis player Grace Piro won 133 points playing singles tournaments in the junior Girls’ 16 category of the United States Tennis Association by the week ending Jan. 7.\n\nTheir 133 points playing singles are combined with 15 percent of their doubles points and any bonus points for a 9,891st ranking.\n\nThey were ranked 18,204th the week before.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” “he said.”"	"Central Bucks Today"	"https://centralbuckstoday.com/stories/618097026-grace-piro-junior-tennis-player-earns-133-playing-girls-16-singles-by-week-ending-jan-7"	"Fri, 14 Jan 2022 01:33:06 -0600"	1642141986	1642205423	"Metric Media"	"Pennsylvania"	"IP_Address_17"
"westslcnews--2022-11-02--How did Kimball Wolfgramm from South Jordan place in Boys’ 18 USTA standings in the week ending Oct."	2022-11-02	"westslcnews"	"How did Kimball Wolfgramm from South Jordan place in Boys’ 18 USTA standings in the week ending Oct. 22?"	"South Jordan tennis player Kimball Wolfgramm is ranked 8,516th in the junior Boys’ 18 category of the United States Tennis Association in the week ending Oct. 22.\n\nThey had 32 total points, split between 29 single points and 23 double points. USTA rankings are determined by adding 100 percent of singles points and 15 percent of doubles points plus any bonus points earned.\n\nThey were ranked 8,513th the week before.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said."	"West SLC News"	"https://westslcnews.com/stories/634290419-how-did-kimball-wolfgramm-from-south-jordan-place-in-boys-18-usta-standings-in-the-week-ending-oct-22"	"Wed, 02 Nov 2022 16:26:26 -0500"	1667420786	1667436879	"Metric Media"	"Utah"	"IP_Address_17"
"livingstontoday--2021-05-11--Wholesale trade industry Q3 net sales down 0.1%"	2021-05-11	"livingstontoday"	"Wholesale trade industry Q3 net sales down 0.1%"	"The wholesale trade industry’s net sales in the third quarter of 2020 were down 0.1 percent from the same period last year, according to the U.S. Census Bureau\n\nNet sales reflect companies’ total revenue stream, minus the costs of discounts, allowances and product returns.\n\nThe Census Bureau’s Quarterly Financial Report (QFR), released in March, presents industry data based on information from about 11,000 corporations. The data comes from income and earnings statements, balance sheets and other records from manufacturers with assets of at least $250,000, the bureau said.\n\nOther statistics come from companies with at least $50 million in assets in mining, wholesale trade, retail, professional and technical services, and information."	"Livingston Today"	"https://livingstontoday.com/stories/588101247-wholesale-trade-industry-q3-net-sales-down-0-1"	"Tue, 11 May 2021 05:43:34 -0500"	1620726214	1620779141	"Metric Media"	"Michigan"	"IP_Address_17"
"sloreporter--2021-10-15--Pete Marsh donates $500 to Alan Lowenthal's campaign in 2020"	2021-10-15	"sloreporter"	"Pete Marsh donates $500 to Alan Lowenthal's campaign in 2020"	"Pete Marsh donated $500 total to Alan Lowenthal during 2020, according to the Federal Election Commission (FEC)\n\nDonations can be made to political candidates in various amounts. The FEC regulates these donations, and individual groups, excluding PACs, must disclose donations over $250 per year.\n\nThe following table lists the top 100 contributions donated to Alan Lowenthal's campaign during 2020.\n\nTop 100 contributions to Alan Lowenthal's campaign in 2020"	"SLO Reporter"	"https://sloreporter.com/stories/601365945-pete-marsh-donates-500-to-alan-lowenthal-s-campaign-in-2020"	"Fri, 15 Oct 2021 02:24:57 -0500"	1634279097	1634303044	"Metric Media"	"California"	"IP_Address_17"
"renoreporter--2021-11-14--How many junior tennis players from Reno are ranked in Boys’ 14 category in week ending Nov. 6?"	2021-11-14	"renoreporter"	"How many junior tennis players from Reno are ranked in Boys’ 14 category in week ending Nov. 6?"	"There are three junior tennis players from Reno ranked in the Boys’ 14 category in the week ending Nov. 6 by the United States Tennis Association\n\nThere were three junior tennis players who ranked in Boys' 14 bracket the previous week.\n\nAkito Kato is the top ranked boy in the category with 516 points.\n\nPlayers earn points by winning matches in tournaments, with bonus points awarded based on the standing of their opponent.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said."	"Reno Reporter"	"https://renoreporter.com/stories/612461792-how-many-junior-tennis-players-from-reno-are-ranked-in-boys-14-category-in-week-ending-nov-6"	"Sun, 14 Nov 2021 12:16:36 -0600"	1636910196	1636993653	"Metric Media"	"Nevada"	"IP_Address_24"
"houstonrepublic--2021-10-28--Jessica Pope received $43,200 in compensation during 2020 at Department of Agriculture"	2021-10-28	"houstonrepublic"	"Jessica Pope received $43,200 in compensation during 2020 at Department of Agriculture"	"Jessica Pope received $43,200 in compensation during 2020 at Department of Agriculture, according to The Texas Tribune\n\nAcross the state, most employees received between $10,000 and $100,000.\n\nThe national median hourly wage is $19.14, according to the most recent data from the Bureau of Labor Statistics. According to the OECD, the average yearly salary in the US is more than $60,000.\n\nBrian Guthrie had the highest salary among employees and elected officials in the state and earned $754,275 for the year."	"Houston Republic"	"https://houstonrepublic.com/stories/577293691-jessica-pope-received-43-200-in-compensation-during-2020-at-department-of-agriculture"	"Thu, 28 Oct 2021 03:24:02 -0500"	1635405842	1635464914	"Metric Media"	"Texas"	"IP_Address_24"
"westcontracostanews--2021-05-25--Stations with the cheapest regular gas in Richmond for the week of May 10-16"	2021-05-25	"westcontracostanews"	"Stations with the cheapest regular gas in Richmond for the week of May 10-16"	"The One Stop at 938 13th St. is selling the cheapest regular gasoline in Richmond for the week of May 10-16, according to GasBuddy.com\n\nGas was priced at $3.95 per gallon.\n\nData is accurate as of press time, but gas prices have been known to fluctuate on a daily, and even hourly, basis."	"West Contra Costa News"	"https://westcontracostanews.com/stories/599507888-stations-with-the-cheapest-regular-gas-in-richmond-for-the-week-of-may-10-16"	"Tue, 25 May 2021 03:08:30 -0500"	1621926510	1621984636	"Metric Media"	"California"	"IP_Address_24"
